16,1014.8,1401.2,1085.6,1269.4,853.0,1021.3,684.1,80.3,588.7,451.1,1735.7,2698.0,357.0,1899.3,1440.1,2236.5,423.0,1037.1,1586.5,242.9,212.1,181.6,1007.0,328.7,1013.1,2888.0,79.8,280.2,243.8,225.5,700.4,912.2,958.1,295.9,1202.9,705.9,93.3,2191.4,497.6,107.8,382.7,12772.7,112.5,258.4,498.0,266.9,390.3,1344.2,329.4,662.6,93.1,11228.5,52.9,104.0,129.8,94.3,219.4,1087.4,222.8,387.0,2104.2,326.8,2795.7,18.5,6306.2,524.5,1151.3,1565.8,3519.9,224.0,155.8,240.5,198.6,71.5,495.1,4812.7,34.8,251.9,947.2,691.2,501.3,2145.7,799.4,24.1,15739.0,11957.8,5769.8,14691.5,111.8,434.2,5914.6,2241.0,336.5,394.7,295.1,324.7,1626.4,135.2,-18.9,150.7
17,496.3,1552.1,734.4,460.6,1025.2,673.3,483.1,194.9,394.6,315.9,703.3,1665.1,656.8,582.2,1500.4,2252.6,309.4,443.6,1084.9,142.5,64.4,193.3,872.3,465.8,808.5,4365.1,59.4,338.0,146.8,173.9,404.9,610.4,1379.5,129.2,1483.3,1986.2,315.7,1737.1,77.8,171.0,270.2,10477.0,313.9,405.8,548.5,401.4,632.9,621.9,208.9,493.7,44.7,4268.2,34.0,155.9,115.5,62.0,108.0,611.4,92.7,204.1,361.1,548.5,2087.6,-38.4,4451.5,226.2,1037.0,1620.8,3093.2,481.1,358.6,53.4,299.6,55.6,599.1,5031.1,24.6,1244.0,637.9,246.9,474.6,1109.0,1377.3,94.3,8507.7,9520.3,729.4,5749.2,185.2,530.9,3172.0,2440.9,488.8,392.9,376.1,441.3,831.2,140.0,-4.1,230.9
18,1145.2,957.9,1356.1,753.9,740.6,1062.3,224.1,124.1,292.5,438.3,2701.6,4823.4,536.4,2829.4,1618.2,2236.5,571.9,675.8,800.0,109.4,246.6,161.8,620.9,212.7,2345.4,4824.1,89.6,367.1,102.5,118.2,650.0,3184.8,696.5,213.6,1217.4,3701.5,126.0,1447.7,378.3,199.5,1282.5,9509.0,596.6,774.1,332.7,479.5,481.9,2633.0,112.0,711.0,334.0,7445.6,1174.8,233.3,182.7,329.4,247.3,116.8,177.4,287.0,2795.0,345.2,2177.1,1439.5,6976.0,808.2,1082.7,2149.5,2531.2,675.4,750.5,636.6,110.7,67.5,539.1,4716.7,123.9,2604.4,961.3,475.9,547.6,1431.0,1770.9,109.0,12784.6,9557.2,3610.3,10150.9,72.3,212.2,8132.0,3553.5,366.1,584.5,229.3,322.0,1496.3,286.1,1.7,16.2
19,641.6,1523.0,342.7,451.3,1570.2,852.0,541.9,150.2,332.1,669.2,3835.3,3409.4,411.6,987.6,2012.8,2906.4,1012.0,227.8,3342.6,147.8,196.7,211.5,860.2,239.1,6400.9,4102.6,31.9,683.0,232.3,381.0,755.9,2987.1,754.3,39.3,1541.1,8958.5,120.8,1724.5,187.6,289.5,141.0,32632.5,92.1,375.4,371.1,569.8,361.0,956.8,122.6,1191.9,573.6,8567.4,155.4,186.9,191.2,255.0,378.1,182.8,100.4,298.3,211.5,424.1,2675.0,231.0,7955.2,936.0,487.2,2485.0,3878.9,832.1,-31.4,1278.4,362.8,74.1,316.9,7512.2,-62.8,5207.7,423.3,237.3,268.2,1384.8,1724.1,31.3,11559.3,30872.0,4690.4,10541.5,118.0,319.4,13940.0,5104.0,391.4,400.5,306.3,426.2,380.6,511.6,38.0,-51.3
20,574.7,660.4,457.3,601.0,344.3,1054.0,342.2,264.8,206.0,483.6,1661.6,3854.1,439.8,1630.8,1009.4,2184.9,340.8,198.0,580.1,146.2,350.7,489.3,835.9,115.4,1760.8,5645.3,-29.7,118.1,130.6,222.9,525.4,1219.3,780.7,65.2,1704.4,3611.6,35.0,711.8,181.1,120.4,223.4,10443.7,137.2,426.4,94.0,245.6,571.0,934.3,393.4,1685.6,91.8,9957.4,177.6,108.2,253.1,240.0,278.1,617.6,29.4,191.2,557.5,216.4,1368.4,456.2,7503.4,164.9,342.6,2193.5,3118.7,354.9,-1.1,389.1,137.6,97.9,370.0,8291.4,115.2,2290.9,248.8,190.7,315.2,1209.8,1462.6,67.6,18305.9,10133.8,2227.1,14211.5,79.8,149.1,5205.8,5866.7,518.0,685.3,305.7,366.2,176.4,209.6,19.8,63.0
21,487.2,1271.3,987.4,353.9,596.6,1363.4,174.6,62.9,250.5,605.9,1504.9,1006.2,627.4,543.0,1198.6,4375.9,320.7,397.4,4043.8,81.0,246.6,484.8,1356.7,402.2,4315.6,7368.7,191.7,31.7,122.6,168.3,804.3,949.2,308.6,160.9,1496.7,2316.2,170.4,1656.7,57.7,394.6,984.4,25268.9,162.8,671.2,188.9,140.9,244.0,1017.6,70.9,88.8,178.6,10852.4,74.3,177.1,201.4,76.7,371.6,194.3,117.0,161.3,261.7,198.3,1114.4,115.1,5912.2,1352.8,1347.8,2608.3,2987.6,901.6,-35.6,145.5,193.0,155.8,479.2,9758.5,-1.6,1526.6,722.1,322.0,623.0,1735.4,3913.3,49.7,18455.2,25400.2,3473.4,13100.8,182.5,209.9,6822.6,4799.5,478.0,434.5,834.0,331.5,641.0,243.3,-6.6,98.7
22,415.8,457.9,202.8,422.9,1246.8,744.8,92.0,16.5,162.1,463.7,2701.9,1263.1,969.1,1379.9,1757.0,2803.4,529.9,96.3,87.8,251.9,250.9,405.3,602.7,81.5,8840.5,1213.1,336.4,259.2,27.6,132.4,605.8,2448.0,563.1,251.7,2961.0,5091.3,0.8,916.7,100.9,211.4,135.1,13723.3,67.7,530.1,46.1,436.4,119.9,131.1,354.8,418.4,160.9,8270.4,-68.7,104.3,256.0,323.1,218.4,163.7,94.9,339.2,70.1,596.5,1633.3,249.7,6822.7,1560.0,542.3,1978.6,5022.8,796.7,91.9,155.1,204.2,-22.5,716.3,4670.7,135.7,2635.9,273.3,43.8,382.2,1731.6,1616.0,102.5,14877.7,13334.8,2495.4,9718.0,90.9,544.9,11007.6,6480.5,386.1,753.6,756.5,194.2,-141.7,70.1,-18.5,11.7
23,209.6,672.9,488.4,109.1,143.5,600.4,136.3,22.2,49.6,118.7,81.0,90.3,311.8,317.8,1161.6,3359.9,257.4,39.0,338.5,156.6,16.5,149.3,1086.2,18.8,135.0,419.5,78.4,119.2,54.3,180.3,733.3,360.1,827.2,119.2,1203.3,3013.3,142.0,2205.1,110.4,33.7,118.7,12251.3,118.0,193.3,299.7,107.6,250.2,820.8,116.7,55.2,-1.1,7664.0,15.7,-5.3,91.0,108.3,268.6,171.1,121.7,407.7,414.9,325.5,1139.6,155.8,5718.4,754.0,789.9,1500.2,1416.1,181.2,3.8,35.9,211.3,43.8,486.9,6411.8,1.7,2532.7,496.9,34.1,506.2,698.2,645.1,-0.6,14048.0,11117.0,1033.3,11183.8,103.4,104.1,4396.6,3257.5,318.7,447.2,214.8,291.7,441.2,172.1,-67.8,90.4
24,466.9,1539.3,608.6,463.1,680.5,772.7,487.5,247.5,194.1,879.9,972.9,523.5,817.3,1251.7,1862.8,2659.1,1373.6,102.5,3089.2,124.9,159.5,230.1,918.9,382.8,3096.0,4695.0,44.6,327.7,106.2,89.4,384.7,1466.7,752.7,72.1,1375.3,1309.3,287.5,2636.3,221.3,503.2,1883.2,9020.5,757.0,433.3,436.1,442.4,529.3,1125.0,202.0,57.7,628.1,7417.6,1.0,148.1,164.8,500.3,147.8,471.3,57.3,142.5,424.9,426.5,2404.8,-47.7,5212.4,254.8,1407.4,1275.6,2815.8,1027.8,8.7,209.1,377.5,99.1,646.1,4946.0,96.9,757.7,960.4,49.7,293.9,1122.9,1224.0,31.0,12414.3,9011.1,2308.1,9657.1,168.7,415.3,2377.2,2946.5,347.9,620.2,401.4,259.4,658.4,220.6,-0.3,53.9
25,1119.0,1525.9,866.7,526.8,301.0,1462.2,772.3,204.1,166.0,1085.9,3270.1,5696.0,783.7,1116.6,2035.8,2678.1,628.0,140.6,2521.8,115.2,386.6,414.3,682.1,407.6,2985.4,2106.1,13.1,40.1,249.9,125.1,433.4,586.3,538.0,147.2,2262.0,7606.6,144.0,2043.5,336.5,303.7,77.7,11934.8,68.7,533.0,415.3,43.1,977.5,3628.8,387.5,1712.9,305.6,6828.5,6.9,384.7,152.2,452.2,184.6,173.5,123.8,384.4,216.6,601.8,3701.7,334.3,6444.8,483.0,3107.2,1274.3,2432.1,954.8,21.2,2484.3,382.5,24.0,413.5,5464.9,107.5,4383.9,2009.0,61.5,157.5,1544.3,1005.8,93.1,12749.5,10763.4,3289.7,8625.9,251.4,634.9,3974.0,2827.3,555.9,302.1,249.1,775.4,112.8,434.7,46.4,170.2
26,839.1,933.7,926.5,978.5,515.5,894.6,267.5,160.9,338.3,654.8,484.4,3730.9,618.9,1916.3,855.7,2364.2,479.9,155.5,3178.2,37.8,303.8,541.8,1238.6,266.4,6793.5,1468.3,138.2,126.1,100.3,243.5,777.9,703.2,471.6,-12.8,1717.7,3514.3,313.8,793.8,116.6,154.9,375.6,24316.3,84.8,570.6,155.5,317.5,412.3,939.6,159.3,355.5,383.1,10830.5,12.5,-11.6,104.7,81.8,420.2,287.1,-57.5,221.0,92.1,415.3,1187.0,34.5,6177.9,436.2,1949.3,2315.6,3746.3,547.9,124.0,203.9,185.6,34.9,609.1,7982.3,70.1,1904.4,961.4,118.5,331.8,1402.2,1277.7,98.7,20033.7,22515.1,3957.5,12695.2,102.2,348.1,6404.8,4221.6,416.5,460.3,453.9,225.5,418.0,270.4,118.0,85.9
27,299.2,1124.5,511.8,272.8,122.7,688.7,395.1,89.8,502.2,294.8,216.4,151.7,722.5,608.8,1073.9,2387.6,498.2,332.6,826.2,50.8,-12.2,163.0,1005.4,96.5,97.0,4452.4,73.4,78.8,16.6,49.3,694.1,412.6,1022.8,17.1,1367.4,1382.7,332.6,1500.2,82.9,26.7,192.0,13368.9,176.9,253.7,250.2,46.3,659.2,504.8,147.9,151.1,-11.9,6036.1,8.6,17.2,156.9,26.4,161.4,305.9,52.1,452.5,69.1,277.7,1495.5,-149.8,6474.8,173.3,1208.9,844.5,2743.9,328.4,-1.1,43.6,200.7,17.7,388.6,7315.0,77.0,997.0,808.1,159.8,243.6,1130.1,867.8,6.0,13107.7,12804.5,1108.4,7439.1,75.5,522.4,923.1,3344.6,550.0,351.8,179.0,244.8,541.0,81.2,-42.5,137.5
28,131.0,2004.7,1173.4,302.4,121.5,869.2,972.0,24.4,45.9,62.0,10.6,136.4,280.0,52.9,700.0,5174.6,196.2,85.6,198.2,107.2,116.0,129.6,912.2,45.3,2007.1,72.5,-33.6,133.9,262.3,181.7,684.4,348.5,752.8,47.7,1510.0,6972.6,184.3,2774.2,96.4,120.3,99.6,34801.5,44.6,594.9,450.5,162.7,363.8,537.5,270.8,58.1,-3.3,8955.1,-29.3,-55.7,146.2,46.1,148.7,860.8,112.6,404.2,280.7,220.3,1055.8,40.5,10329.1,47.2,637.2,2406.1,1749.5,235.7,-15.1,135.0,120.9,58.2,224.4,7942.8,-28.6,3936.7,531.3,8.3,299.8,1328.8,1011.5,-3.8,15893.3,34540.7,93.0,11775.9,11.9,231.4,2467.9,5206.4,313.8,206.3,51.4,194.3,1658.8,77.6,-44.9,71.2
29,101.6,382.7,917.0,481.3,138.1,1945.5,162.7,117.9,260.3,94.9,61.3,403.1,751.0,998.1,832.0,5830.3,180.0,93.8,1756.6,204.1,186.9,348.6,1755.9,135.3,3693.9,2361.7,26.0,84.0,218.9,321.6,1043.1,788.3,624.5,236.0,2087.9,1995.7,89.4,1125.9,158.9,42.9,95.6,43482.7,49.6,720.0,266.8,280.7,249.9,359.1,150.5,49.1,-63.0,6575.2,36.5,76.5,148.9,77.2,418.7,809.2,175.9,313.8,686.2,357.6,608.5,85.0,4931.5,718.4,1168.8,899.9,2788.0,177.8,-24.1,70.6,134.2,1.3,930.6,8242.9,97.5,1706.7,603.2,-7.8,87.2,1954.1,2508.0,-23.5,14791.9,46011.2,518.9,7109.3,34.7,77.1,3486.3,4831.2,439.0,416.0,590.8,492.2,301.3,52.8,-22.9,127.3
30,126.1,548.4,927.6,234.4,184.9,1774.5,344.5,81.1,68.8,252.6,447.1,834.0,280.0,1556.6,885.8,5356.7,114.1,134.4,530.5,133.9,198.3,206.8,1308.1,74.1,1024.0,389.6,-30.7,154.6,123.7,181.6,808.9,773.6,450.4,14.2,1670.7,3674.5,157.8,1739.0,75.2,45.8,863.6,30378.2,50.1,420.2,268.8,263.9,113.9,418.1,214.5,267.7,16.9,8391.0,30.9,61.4,113.8,52.7,218.1,164.2,41.7,439.3,330.9,332.0,741.4,100.3,6995.7,603.9,499.0,2241.7,2060.4,233.1,38.4,135.2,169.3,12.3,659.6,8804.5,51.3,2722.7,289.8,96.8,493.7,1648.4,1760.2,4.4,14433.7,28129.8,341.1,10395.4,-1.8,-49.6,5077.5,4164.9,373.1,497.8,190.1,231.9,454.1,155.4,-70.3,33.0
31,629.4,580.2,441.4,803.9,436.5,2094.3,115.2,101.6,203.6,734.2,4355.7,949.8,373.8,917.3,959.7,2611.2,786.2,121.7,175.5,135.6,396.2,382.8,930.9,129.5,2641.8,527.1,-31.0,73.4,192.3,96.8,816.2,582.5,1104.5,86.4,2540.8,5991.5,12.7,1605.1,26.5,299.1,1639.4,35991.4,37.1,427.3,188.4,166.5,296.6,721.9,147.4,413.3,755.6,17863.0,500.6,90.7,158.2,48.3,305.0,539.1,64.1,266.0,268.5,1555.4,888.4,78.3,10999.6,515.8,657.5,2572.9,5512.0,440.0,423.5,398.8,135.3,93.8,551.1,7891.9,103.0,2629.9,413.6,96.9,305.4,1448.9,1415.8,97.4,17428.3,37071.2,7191.4,21103.2,28.2,491.6,7600.1,5002.3,328.9,559.9,241.2,291.8,311.1,125.0,-102.5,80.0
